id,name,listing_url,price,room_type,property_type,accommodates,bedrooms,beds,bathrooms_text,amenities,minimum_nights,neighbourhood_cleansed,latitude,longitude,review_scores_rating,review_scores_value,review_scores_cleanliness,review_scores_location,review_scores_checkin,review_scores_communication,review_scores_accuracy,number_of_reviews,host_is_superhost,host_response_rate,host_acceptance_rate,host_identity_verified,calculated_host_listings_count,availability_365,instant_bookable,dist_to_station,stations_within_500m,dist_to_Tokyo,dist_to_Shibuya,land_price,dist_to_land
719017843327030936,Japan House Sugamo#homey hotel#3 mins walk to sta.,https://www.airbnb.com/rooms/719017843327030936,"$18,103.00",Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,"[""Pets allowed"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Essentials"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Dedicated workspace"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Smoke alarm"", ""Air conditioning"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Long term stays allowed""]",1,Toshima Ku,35.73341,139.73639,4.63,4.5,4.39,4.74,4.74,4.71,4.63,38,f,100%,100%,t,121,148,t,190.0204351706639,2.0,7871.217910238234,10933.56081821449,2630000,358.7905280873979
719020476043854025,Japan House Sugamo#homey hotel#3 mins walk to sta.,https://www.airbnb.com/rooms/719020476043854025,"$17,460.00",Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,"[""Fire extinguisher"", ""Pets allowed"", ""Hair dryer"", ""Hangers"", ""Heating"", ""Long term stays allowed"", ""Wifi"", ""Smoke alarm"", ""Essentials"", ""Air conditioning"", ""Hot water"", ""Carbon monoxide alarm"", ""Shampoo"", ""Washer"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Kitchen""]",1,Toshima Ku,35.73339,139.73497,4.71,4.55,4.35,4.84,4.9,4.68,4.74,31,f,100%,100%,t,121,161,t,345.36067090348905,1.0,7936.825356021027,10875.39797129592,993000,244.2766980145398
721915590416420676,Spacious Room in Tokyo  with Garden for Family,https://www.airbnb.com/rooms/721915590416420676,"$21,429.00",Private room,Private room in home,4,1.0,4.0,1.5 baths,"[""Courtyard view"", ""Extra pillows and blankets"", ""Ethernet connection"", ""Blender"", ""Rice maker"", ""Hangers"", ""Room-darkening shades"", ""Clothing storage: closet"", ""Children\u2019s dinnerware"", ""Hot water"", ""Dishwasher"", ""Outdoor furniture"", ""Shampoo"", ""Iron"", ""Private living room"", ""Fire extinguisher"", ""Bidet"", ""Portable heater"", ""Private backyard \u2013 Fully fenced"", ""Body soap"", ""Private patio or balcony"", ""Essentials"", ""Bread maker"", ""Portable fans"", ""Freezer"", ""Ceiling fan"", ""\u305d\u306e\u4ed6 stainless steel gas stove"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Baby safety gates"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Paid parking lot off premises"", ""Mini fridge"", ""Outlet covers"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Hair dryer"", ""Board games"", ""Park view"", ""Outdoor dining area"", ""Wifi"", ""Wine glasses"", ""Shower gel"", ""Sun loungers"", ""AC - split type ductless system"", ""SHARP HEALSIO oven"", ""Bluetooth sound system"", ""Bikes"", ""Lock on bedroom door"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Free residential garage on premises \u2013 1 space"", ""Host greets you"", ""Books and reading material"", ""First aid kit"", ""Free washer \u2013 In building"", ""Private entrance"", ""Smoke alarm"", ""Piano"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Standalone high chair"", ""Cooking basics"", ""Dining table"", ""Fireplace guards"", ""TV"", ""Long term stays allowed""]",1,Chofu Shi,35.64796,139.58919,4.94,4.82,4.97,4.53,4.91,5.0,4.94,34,t,100%,97%,t,1,326,f,1536.5674072352592,0.0,20236.035772098767,12562.275027736854,437000,150.23189453474257
722117326389799133,"Private Apartment, Oimachi, Tokyo, Max 3 ppl #401",https://www.airbnb.com/rooms/722117326389799133,"$14,208.00",Entire home/apt,Entire serviced apartment,3,0.0,2.0,1 bath,"[""Extra pillows and blankets"", ""Ethernet connection"", ""Keypad"", ""Paid dryer \u2013 In building"", ""Hangers"", ""Room-darkening shades"", ""Clothing storage: closet"", ""Hot water"", ""Shampoo"", ""City skyline view"", ""Iron"", ""Fire extinguisher"", ""Paid washer \u2013 In building"", ""Body soap"", ""Essentials"", ""Laundromat nearby"", ""Freezer"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Paid parking lot off premises"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""AC - split type ductless system"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Shinagawa Ku,35.60755,139.73904,4.74,4.67,4.78,4.83,4.87,4.83,4.76,54,f,99%,100%,t,21,242,t,462.0126548071692,1.0,10556.29995697656,8200.200656227018,2070000,79.21506603451289
722417310484616212,"Private Apartment, Shinagawa, Tokyo, Max 2ppl #202",https://www.airbnb.com/rooms/722417310484616212,"$15,279.00",Private room,Room in hotel,2,0.0,2.0,1.5 baths,"[""Extra pillows and blankets"", ""Safe"", ""Keypad"", ""Paid dryer \u2013 In building"", ""Hangers"", ""Clothing storage: closet"", ""Hot water"", ""Shampoo"", ""City skyline view"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Induction stove"", ""Paid washer \u2013 In building"", ""Body soap"", ""Essentials"", ""Laundromat nearby"", ""Freezer"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Paid parking lot off premises"", ""Self check-in"", ""Mini fridge"", ""Toaster"", ""Hair dryer"", ""Wifi"", ""AC - split type ductless system"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Refrigerator"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Shinagawa Ku,35.60757,139.73816,4.72,4.75,4.81,4.79,4.84,4.72,4.82,57,f,99%,100%,t,21,220,t,367.830994614204,3.0,10582.22014195385,8147.98597093476,2070000,97.290545805398
722459993612809607,"Private Apartment, Shinagawa, Tokyo, Max 4ppl #201",https://www.airbnb.com/rooms/722459993612809607,"$16,179.00",Private room,Private room in rental unit,4,0.0,4.0,1.5 baths,"[""Extra pillows and blankets"", ""Ethernet connection"", ""Rice maker"", ""Keypad"", ""Paid dryer \u2013 In building"", ""Hangers"", ""Room-darkening shades"", ""Clothing storage: closet"", ""Drying rack for clothing"", ""Hot water"", ""Shampoo"", ""City skyline view"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Paid washer \u2013 In building"", ""Body soap"", ""Essentials"", ""Laundromat nearby"", ""Freezer"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Paid parking lot off premises"", ""Self check-in"", ""Mini fridge"", ""Hair dryer"", ""Wifi"", ""AC - split type ductless system"", ""Electric stove"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""Dining table"", ""TV"", ""Long term stays allowed""]",2,Shinagawa Ku,35.60767,139.73827,4.78,4.74,4.71,4.8,4.85,4.71,4.78,65,f,99%,100%,t,21,181,t,383.5713813669048,3.0,10565.523003127488,8142.361986489455,2070000,101.3848300968532
722625441851417812,"Private Apartment, Meguro, Tokyo, Max 4 ppl #A103",https://www.airbnb.com/rooms/722625441851417812,"$13,308.00",Private room,Private room in rental unit,4,0.0,3.0,0 shared baths,"[""Extra pillows and blankets"", ""Rice maker"", ""Keypad"", ""Hangers"", ""Room-darkening shades"", ""Clothing storage: closet"", ""Drying rack for clothing"", ""Washer \u2013\u00a0In building"", ""Hot water"", ""Shampoo"", ""Crib - available upon request"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Trash compactor"", ""Body soap"", ""Essentials"", ""Laundromat nearby"", ""Freezer"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Paid parking lot off premises"", ""Self check-in"", ""Mini fridge"", ""Toaster"", ""Hair dryer"", ""Wifi"", ""Electric stove"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""Dining table"", ""TV"", ""Long term stays allowed""]",2,Meguro Ku,35.62576,139.69589,4.5,4.36,4.68,4.29,4.68,4.54,4.61,28,f,99%,100%,t,21,227,t,1195.481758404845,0.0,10927.347476635923,4582.554209305416,1020000,419.8044506955409
722642854271315700,"Private 2 Queen Bed, Meguro,Tokyo, Max 4 ppl #A105",https://www.airbnb.com/rooms/722642854271315700,"$13,308.00",Private room,Private room in rental unit,4,1.0,2.0,1 private bath,"[""Extra pillows and blankets"", ""Rice maker"", ""Keypad"", ""Hangers"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Washer \u2013\u00a0In building"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Dryer \u2013 In building"", ""Laundromat nearby"", ""Freezer"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Paid parking lot off premises"", ""Self check-in"", ""Toaster"", ""Hair dryer"", ""Wifi"", ""Electric stove"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Cooking basics"", ""Dining table"", ""TV"", ""Long term stays allowed""]",2,Meguro Ku,35.62553,139.69736,4.58,4.42,4.58,4.58,4.84,4.84,4.61,31,f,99%,100%,t,21,294,t,1048.361513213579,0.0,10832.859014891135,4595.578839254929,1300000,405.0925018734337
722707196858378375,Thousands of Shops and Restaurants on Doorstep 1F,https://www.airbnb.com/rooms/722707196858378375,"$13,300.00",Private room,Private room in rental unit,3,1.0,2.0,1 private bath,"[""Extra pillows and blankets"", ""Ethernet connection"", ""Rice maker"", ""Hangers"", ""Room-darkening shades"", ""Children\u2019s dinnerware"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Stove"", ""Bidet"", ""Body soap"", ""Record player"", ""Essentials"", ""Portable fans"", ""Freezer"", ""Laundromat nearby"", ""Coffee"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Kitchen"", ""Paid parking lot off premises"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Hair dryer"", ""Wifi"", ""Wine glasses"", ""Bikes"", ""Sound system"", ""Bathtub"", ""Host greets you"", ""Books and reading material"", ""First aid kit"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Cooking basics"", ""Dining table"", ""TV"", ""Long term stays allowed""]",4,Musashino Shi,35.70406812147543,139.5838043996561,5.0,4.96,4.96,5.0,5.0,5.0,4.96,28,t,100%,97%,t,3,227,f,459.0558266152624,2.0,20547.90005165078,14461.3123613983,1610000,198.0840280196065
722712050096546452,"Private apartment, Meguro, Tokyo, Family room #305",https://www.airbnb.com/rooms/722712050096546452,"$14,997.00",Private room,Private room in rental unit,4,1.0,2.0,1 private bath,"[""Keypad"", ""Paid dryer \u2013 In building"", ""Hangers"", ""Room-darkening shades"", ""Hot water"", ""Shampoo"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Paid washer \u2013 In building"", ""Body soap"", ""Essentials"", ""Laundromat nearby"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Paid parking lot off premises"", ""Self check-in"", ""Toaster"", ""Hair dryer"", ""Wifi"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Refrigerator"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",2,Meguro Ku,35.62392,139.69535,4.59,4.35,4.88,4.35,4.76,4.85,4.68,34,f,99%,100%,t,21,110,t,1117.485294009647,0.0,11146.987892901254,4840.284323767237,1300000,436.6464743097345
725725459947049060,201* | 东京度假首选 | 近晴空塔/浅草/秋叶原/直达新宿/可住2人/出行便利/设施齐全可做饭,https://www.airbnb.com/rooms/725725459947049060,"$9,514.00",Entire home/apt,Entire condo,2,1.0,1.0,1 bath,"[""Paid parking garage off premises"", ""Hangers"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Hot water"", ""Shampoo"", ""Iron"", ""Fire extinguisher"", ""Induction stove"", ""Body soap"", ""Essentials"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Shower gel"", ""Bathtub"", ""Free parking on premises"", ""First aid kit"", ""Heating"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Air conditioning"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Lockbox"", ""TV""]",2,Sumida Ku,35.699927,139.810617,4.43,4.14,4.29,4.71,4.29,4.29,4.57,7,f,100%,100%,t,42,99,t,591.2168668696205,0.0,5554.310509448777,13410.652320472702,1410000,352.64218553689705
727126687781903115,建于2022年/浅草地区/天空树地区/安昙桥Park Axis 302,https://www.airbnb.com/rooms/727126687781903115,"$18,027.00",Entire home/apt,Entire rental unit,4,1.0,3.0,1 bath,"[""Rice maker"", ""Hangers"", ""Elevator"", ""Clothing storage: closet"", ""Hot water"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Gas stove"", ""Patio or balcony"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Lockbox"", ""Long term stays allowed""]",2,Sumida Ku,35.7037,139.8043,4.56,4.5,4.72,4.56,4.72,4.67,4.61,18,f,100%,99%,t,29,58,t,672.4395807489573,0.0,5224.853894630288,13011.267793165403,697000,431.81688166831486
727129098967792690,建于2022年/浅草地区/天空树地区/安昙桥Park Axis 303,https://www.airbnb.com/rooms/727129098967792690,"$15,213.00",Entire home/apt,Entire rental unit,3,2.0,3.0,1 bath,"[""Rice maker"", ""Hangers"", ""Elevator"", ""Clothing storage: closet"", ""Hot water"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Gas stove"", ""Patio or balcony"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Lockbox"", ""Long term stays allowed""]",2,Sumida Ku,35.70531,139.8025,4.44,4.39,4.59,4.34,4.41,4.51,4.22,41,f,100%,99%,t,29,46,t,506.0216549647028,0.0,5200.2004355242325,12941.871479558464,755000,268.1182638374992
727136338585631135,Park Axis Honjo Azumabashi South Residence 313,https://www.airbnb.com/rooms/727136338585631135,"$15,213.00",Entire home/apt,Entire rental unit,3,1.0,2.0,1 bath,"[""Rice maker"", ""Hangers"", ""Elevator"", ""Clothing storage: closet"", ""Hot water"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Private patio or balcony"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Gas stove"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Lockbox"", ""Long term stays allowed""]",2,Sumida Ku,35.70424,139.80243,4.65,4.69,4.5,4.69,4.69,4.81,4.58,26,f,100%,99%,t,29,33,t,643.0768743845013,0.0,5102.7553234063325,12863.641274081932,697000,286.702754597402
727138984293607020,Built in 2022 / Asakusa＆Oshiage / Azumabashi 314,https://www.airbnb.com/rooms/727138984293607020,"$15,777.00",Entire home/apt,Entire rental unit,4,2.0,3.0,1 bath,"[""Rice maker"", ""Hangers"", ""Elevator"", ""Clothing storage: closet"", ""Hot water"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Private patio or balcony"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Gas stove"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Lockbox"", ""Long term stays allowed""]",2,Sumida Ku,35.7043,139.80475,4.57,4.61,4.65,4.83,4.65,4.74,4.57,23,f,100%,99%,t,29,53,t,589.949193611483,0.0,5313.767142503163,13094.318963570087,697000,507.8930315972143
727825405303312818,#501/34㎡【駅徒歩5分】ローカルな飲み屋街神楽坂！unito hotel residence,https://www.airbnb.com/rooms/727825405303312818,"$17,972.00",Private room,Private room in rental unit,3,1.0,1.0,1 private bath,"[""Elevator"", ""Room-darkening shades"", ""Pool table"", ""Hot water"", ""Shampoo"", ""Washer"", ""Stove"", ""Bidet"", ""Body soap"", ""Essentials"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Mini fridge"", ""Hair dryer"", ""Wifi"", ""Bathtub"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Exterior or entryway security camera present"", ""Bed linens"", ""Cooking basics"", ""Dining table"", ""TV"", ""Long term stays allowed""]",1,Shinjuku Ku,35.70575,139.73059,4.48,4.52,4.44,4.6,4.6,4.8,4.64,25,f,100%,94%,t,23,125,t,508.1033080638514,0.0,5189.959760372646,7200.921205005488,1930000,371.8115233963584
729312837919882344,High Five Guest House 1,https://www.airbnb.com/rooms/729312837919882344,"$8,008.00",Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,"[""Fire extinguisher"", ""Self check-in"", ""Wifi"", ""Smoke alarm"", ""Air conditioning"", ""Lockbox"", ""Conditioner"", ""TV""]",1,Toshima Ku,35.74316126166191,139.72998562751366,4.39,4.45,4.29,4.52,4.73,4.8,4.55,49,f,100%,96%,t,5,99,t,144.5832764630385,3.0,9384.889249677644,11981.81151778017,657000,481.86826000717423
729344201930845951,High Five Guest House 2,https://www.airbnb.com/rooms/729344201930845951,"$10,562.00",Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,"[""Fire extinguisher"", ""Self check-in"", ""Wifi"", ""Smoke alarm"", ""Air conditioning"", ""Lockbox"", ""TV""]",1,Toshima Ku,35.74183,139.72822,4.45,4.68,4.45,4.55,4.55,4.79,4.66,38,f,100%,96%,t,5,91,t,224.5377781517426,3.0,9308.16329756172,11754.191523050484,657000,406.3207978099262
729347399715932847,#502/31㎡【駅徒歩5分】ローカルな飲み屋街神楽坂！unito hotel residence,https://www.airbnb.com/rooms/729347399715932847,"$15,572.00",Private room,Private room in rental unit,3,1.0,1.0,1 private bath,"[""Elevator"", ""Room-darkening shades"", ""Hot water"", ""Washer"", ""Stove"", ""Bidet"", ""Body soap"", ""Essentials"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Mini fridge"", ""Hair dryer"", ""Wifi"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Air conditioning"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Cooking basics"", ""Dining table"", ""TV"", ""Long term stays allowed""]",1,Shinjuku Ku,35.70513,139.72801,4.75,4.25,4.5,4.63,4.75,4.69,4.69,16,f,100%,94%,t,23,62,t,652.2520199710841,0.0,5360.805451265148,6998.198140875196,1930000,282.49779601449865
729352206258922944,#503/30㎡【駅徒歩5分】ローカルな飲み屋街神楽坂！unito hotel residence,https://www.airbnb.com/rooms/729352206258922944,"$18,286.00",Private room,Private room in rental unit,3,1.0,1.0,1 private bath,"[""Elevator"", ""Room-darkening shades"", ""Pool table"", ""Hot water"", ""Shampoo"", ""Washer"", ""Heating - split type ductless system"", ""Stove"", ""Bidet"", ""Body soap"", ""Essentials"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Mini fridge"", ""Hair dryer"", ""Wifi"", ""Bathtub"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Bed linens"", ""Cooking basics"", ""Dining table"", ""TV"", ""Long term stays allowed""]",1,Shinjuku Ku,35.70488,139.72863,4.74,4.66,4.63,4.57,4.34,4.54,4.71,35,f,100%,94%,t,23,31,t,670.2732182934864,0.0,5285.183769621401,6997.018847477827,1930000,330.108344796406
729355347138793951,#505/30㎡【駅徒歩5分】ローカルな飲み屋街神楽坂！unito hotel residence,https://www.airbnb.com/rooms/729355347138793951,"$16,458.00",Private room,Private room in rental unit,3,1.0,1.0,1 private bath,"[""Elevator"", ""Room-darkening shades"", ""Hot water"", ""Shampoo"", ""Washer"", ""Stove"", ""Bidet"", ""Body soap"", ""Essentials"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Mini fridge"", ""Hair dryer"", ""Wifi"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Bed linens"", ""Cooking basics"", ""Dining table"", ""TV"", ""Long term stays allowed""]",1,Shinjuku Ku,35.70498,139.72809,4.83,4.79,4.51,4.79,4.66,4.83,4.85,47,f,100%,94%,t,23,25,t,663.7583636104345,0.0,5341.250331615735,6983.408520344364,1930000,303.9353089496633
729356211796105623,#504/30㎡【駅徒歩5分】ローカルな飲み屋街神楽坂！unito hotel residence,https://www.airbnb.com/rooms/729356211796105623,"$17,072.00",Private room,Private room in rental unit,3,1.0,1.0,1 private bath,"[""Elevator"", ""Room-darkening shades"", ""Pool table"", ""Hot water"", ""Shampoo"", ""Washer"", ""Stove"", ""Bidet"", ""Body soap"", ""Essentials"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Mini fridge"", ""Hair dryer"", ""Wifi"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Bed linens"", ""Cooking basics"", ""Dining table"", ""TV"", ""Long term stays allowed""]",1,Shinjuku Ku,35.70433,139.72868,4.6,4.69,4.31,4.71,4.66,4.6,4.74,35,f,100%,94%,t,23,64,t,653.2235449977737,0.0,5235.103217875135,6931.693158791991,1170000,351.4209316310501
729361355291280388,#506/30㎡【駅徒歩5分】ローカルな飲み屋街神楽坂！unito hotel residence,https://www.airbnb.com/rooms/729361355291280388,"$17,572.00",Entire home/apt,Entire rental unit,3,1.0,1.0,1 bath,"[""Elevator"", ""Room-darkening shades"", ""Hot water"", ""Shampoo"", ""Washer"", ""Stove"", ""Bidet"", ""Body soap"", ""Essentials"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Mini fridge"", ""Hair dryer"", ""Wifi"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Bed linens"", ""Cooking basics"", ""Dining table"", ""TV"", ""Long term stays allowed""]",1,Shinjuku Ku,35.70564,139.73045,4.68,4.61,4.68,4.61,4.43,4.86,4.71,28,f,100%,94%,t,23,26,t,514.2780853158939,0.0,5192.21877600421,7180.413837706665,1930000,367.1227465526311
729370693328937496,High Five Guest House 3,https://www.airbnb.com/rooms/729370693328937496,"$9,990.00",Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,"[""Fire extinguisher"", ""Self check-in"", ""Wifi"", ""Smoke alarm"", ""Air conditioning"", ""Lockbox"", ""TV""]",1,Toshima Ku,35.743658248838265,139.72869339740063,4.71,4.62,4.71,4.6,4.67,4.73,4.56,45,f,100%,96%,t,5,104,t,33.547135052715404,3.0,9508.847984148942,12010.087570160871,657000,326.8574921078169
729381224451404084,High Five Guest House 4,https://www.airbnb.com/rooms/729381224451404084,"$9,990.00",Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,"[""Fire extinguisher"", ""Self check-in"", ""Wifi"", ""Smoke alarm"", ""Air conditioning"", ""Lockbox"", ""TV""]",1,Toshima Ku,35.74314,139.72814,4.38,4.41,4.64,4.64,4.72,4.79,4.62,39,f,100%,96%,t,5,121,t,75.25604632186281,2.0,9472.501089957896,11925.739237682552,657000,288.94015985493587
729385076656766001,High Five Guest House 5,https://www.airbnb.com/rooms/729385076656766001,"$9,990.00",Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,"[""Fire extinguisher"", ""Self check-in"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Air conditioning"", ""Lockbox"", ""TV""]",1,Toshima Ku,35.74346087093991,139.72839607651213,4.27,4.51,4.56,4.44,4.44,4.66,4.51,41,f,100%,96%,t,5,124,t,37.15210436792009,3.0,9499.1832123292,11975.50895688028,657000,300.3106548384907
729469310583057305,(1~2p)Roppongi area. Haneda Airport30 min Narita90,https://www.airbnb.com/rooms/729469310583057305,"$7,403.00",Private room,Private room in rental unit,2,1.0,0.0,1.5 shared baths,"[""Extra pillows and blankets"", ""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Private living room"", ""Fire extinguisher"", ""Essentials"", ""Paid parking off premises"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Kitchen"", ""Self check-in"", ""Toaster"", ""Hair dryer"", ""Wifi"", ""Wine glasses"", ""Shower gel"", ""Building staff"", ""Lock on bedroom door"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Air conditioning"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Cooking basics"", ""Long term stays allowed""]",1,Minato Ku,35.6474318,139.7367266,4.06,4.0,4.06,4.24,4.71,4.71,4.24,17,f,100%,97%,t,21,158,f,647.0773163155203,0.0,5694.934390896607,4254.157620233248,2380000,415.54377149778446
